bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
1019890050,1059816,West 120th St,10027,College/University,,1989,121000,1,6,238.8,28896938.6,9.96,7.91,College/University,,0,7273883.8,,5705647.9,,,,,,120882.8,
1000420022,1086256,10 Liberty Street,10005,Multifamily Housing,,2002,337000,1,45,192.9,65003709.1,40.94,7.27,Multifamily Housing,"{'Multifamily Housing': 333600.0, 'Retail Store': 3400.0, 'Parking': 44000.0}",0,11265266.7,372,26337291.3,,,,,,690000,0
1015770001,1050869,1520 York Avenue,10028,Multifamily Housing,,1972,225837,1,31,209.8,47388815.2,53.95,7.91,Multifamily Housing,"{'Multifamily Housing': 205415.0, 'Retail Store': 20422.0, 'Parking': 32400.0}",0,7810807.6,326,19839374.3,,,,,,552000,0
1000160221,1085459,450 North End Avenue,10282,Multifamily Housing,,1997,188216,1,25,96,18065898,,3.14,Multifamily Housing,"{'Multifamily Housing': 185816.0, 'Supermarket/Grocery': 2400.0}",0,4241843.8,330,4044549.8,,,,,,0,0
1011170001,1086193,1930 Broadway,10023,Multifamily Housing,,2002,424000,2,30,205.9,87296466,30.44,7.2,Multifamily Housing,"{'Multifamily Housing': 340000.0, 'Retail Store': 74873.0, 'Office': 9127.0, 'Parking': 36000.0}",0,18562466.1,341,25165637.7,,9.64172,,,,966000,0
1013480049,1039975,300 East 56th Street,10022,Multifamily Housing,,1975,485204,1,33,226.3,109807572.9,56.54,9.2,Multifamily Housing,"{'Multifamily Housing': 433072.0, 'Medical Office': 17337.0, 'Retail Store': 34795.0, 'Parking': 90000.0}",0,16030566.7,703,53213099.8,,,,,,2898137.9,0
1013490014,1039984,333 East 56th Street,10022,Multifamily Housing,,1982,169500,1,18,218.6,37048136.2,59.73,8.34,Multifamily Housing,"{'Multifamily Housing': 165122.0, 'Retail Store': 203.0, 'Office': 4175.0, 'Parking': 36524.0}",0,6089275.6,304,16454739.7,,2.87425,,,,0,0
1016747501,1086440,333 East 102 Street,10029,Multifamily Housing,,2003,289504,1,8,185.1,53584874.7,,6.37,Multifamily Housing,"{'Multifamily Housing': 217466.0, 'Retail Store': 15973.0, 'Office': 56065.0, 'Parking': 30000.0}",0,12175396.2,450,14362833.9,,5.1904,,,,27876,0
1018960072,1057380,600 W 116th St,10027,Residence Hall/Dormitory,,1971,108493,1,12,125.4,13609901.8,,4.56,Residence Hall/Dormitory,"{'Mailing Center/Post Office': 1635.0, 'Residence Hall/Dormitory': 99000.0, 'Retail Store': 1400.0}",0,2273868.5,,5511609.5,,,,,,0,
1018960083,1057385,620 W 116th St,10027,Residence Hall/Dormitory,80,1966,59000,1,10,112.5,6635338.4,28.16,4.57,Residence Hall/Dormitory,,0,629006.5,,4025037.8,,,,,,,
1009190014,1087340,240 East 39th Street,10016,Multifamily Housing,,1997,481119,1,52,208.4,100278235.7,59.26,7.8,Multifamily Housing,"{'Multifamily Housing': 453640.0, 'Retail Store': 150.0, 'Office': 27329.0, 'Parking': 22500.0}",0,17626827.8,644,39730083.6,,2.30524,,,,1104000,0
1018960080,1057384,616 W 116th St,10027,Residence Hall/Dormitory,85,1962,59000,1,10,97.1,5731292.6,50.63,3.57,Residence Hall/Dormitory,,0,912870,,2447659.4,,,,,,,
1019900035,1059825,49 Claremont Ave,10027,Residence Hall/Dormitory,46,1906,34000,1,6,190,6460034.5,27.29,6.4,Residence Hall/Dormitory,,0,1459653.6,,1661500.1,,,,,,,
2059090825,2091924,600 West 246th Street,10471,Multifamily Housing,,1958,360683,5,13,153.6,55388081,51.17,7.8,Multifamily Housing,"{'Multifamily Housing': 359995.0, 'Retail Store': 400.0, 'Office': 288.0, 'Parking': 82800.0}",0,6978137.5,684,1239921.9,,3.47222,,,,28698619.1,0
1014530027,1045256,350 East 79th Street,10075,Multifamily Housing,,1989,306518,2,44,265,81216883,73.46,9.82,Multifamily Housing,"{'Multifamily Housing': 298690.0, 'Retail Store': 7828.0, 'Parking': 19755.0}",0,15332415.1,482,29751429.3,,,,,,966000,0
1020777501,1061933,526 West 146th Street,10031,Multifamily Housing,97,1902,111824,,,72,8046806.9,70.27,2.69,Multifamily Housing,,0,1165192.5,91,3726026.8,,,,,,,
3019250007,3055137,213 Taaffe Pl,11205,Multifamily Housing,100,1935,108000,1,5,53.8,5810394.3,,1.61,Multifamily Housing,,0,1731838.3,151.2,386700,,,,,,,
3019240036,3329876,232 Taaffe Pl,11205,Multifamily Housing,16,1935,130000,1,5,171.3,22269646.5,60.54,6.87,Multifamily Housing,"{'Multifamily Housing': 126625.0, 'Restaurant': 3375.0}",0,2451382.5,182,12715700.1,,,,,,,
3019250001,3055136,241 Taaffe Pl,11205,Multifamily Housing,97,1935,122000,1,7,96.4,11765474.3,1.78,2.8,Multifamily Housing,"{'Multifamily Housing': 114500.0, 'Supermarket/Grocery': 7500.0}",0,3622848.6,170.8,386700,,,,,,,
3065970052,3174178,1599 West 10th Street,11204,Multifamily Housing,32,1934,51975,1,6,157.7,8195788.5,137.03,6.81,Multifamily Housing,,0,618969,72,5376699.9,,,,,,179400,
2059330210,2086137,5931 Palisade Avenue,10471,Multifamily Housing,1,1986,109200,1,3,278.5,30416411.3,,10.02,Multifamily Housing,,0,6002543.6,149,10578973.8,,,,,,,
2057870169,2084106,3247 Johnson Avenue,10463,Multifamily Housing,41,1999,56148,1,7,130.2,7311700.6,62.52,4.81,Multifamily Housing,,0,1366687.8,59,2802337.7,,,,,,,
2059330230,2098565,5961 Palisade Avenue,10471,Multifamily Housing,29,1980,125976,1,8,148,18650667.7,48.16,5.2,Multifamily Housing,,0,3548356.4,137,6401606,,,,,,,
2059330225,2116937,5921 Palisade Avenue,10471,Multifamily Housing,1,1966,214329,4,4,208.6,44718178.4,,7.63,Multifamily Housing,,0,8474179.9,244,16645718.5,,,,,,,
1014490003,1044925,300 East 75th Street,10021,Multifamily Housing,,1979,368835,1,33,231,85209904.3,,8.98,Multifamily Housing,"{'Multifamily Housing': 353297.0, 'Retail Store': 5245.0, 'Office': 10293.0, 'Parking': 53100.0}",0,13756887,633,38035353.1,,3.40037,,,,959100,0
3067660057,3182051,1901 Avenue P,11229,Multifamily Housing,44,1936,70450,1,6,129.1,9094782,67.5,5.56,Multifamily Housing,,0,763006.5,82,5912399.8,,,,,,138000,
1015710022,1050756,1755 York Avenue,10128,Multifamily Housing,,1986,287756,1,37,228.7,65822780.2,,8.78,Multifamily Housing,"{'Multifamily Housing': 279805.0, 'Retail Store': 390.0, 'Office': 7561.0, 'Parking': 45000.0}",0,10156102,432,30605740.2,,4.3645,,,,0,0
1011130001,1027187,45 West 60th Street,10023,Multifamily Housing,,1981,268342,2,35,196,52595417.3,48.39,7.48,Multifamily Housing,"{'Multifamily Housing': 266832.0, 'Retail Store': 1510.0, 'Parking': 61500.0}",0,8728951.1,480,22657896.5,,,,,,414000,0
1015100020,1047561,145 East 81st Street,10028,Multifamily Housing,,1987,68664,1,16,202.7,13917974.7,,7.41,Multifamily Housing,"{'Multifamily Housing': 62740.0, 'Retail Store': 5924.0, 'Parking': 8096.0}",0,2529002.6,105,5352411.7,,,,,,0,0
1015730022,1050763,1775 York Avenue,10128,Multifamily Housing,,1994,232989,1,36,220.9,51463243.6,53.1,8.11,Multifamily Housing,"{'Multifamily Housing': 229846.0, 'Retail Store': 243.0, 'Office': 2900.0, 'Parking': 41100.0}",0,9449063.5,354,19045014,,5.51724,,,,552138,0
1014680021,1045876,1385 York Avenue,10021,Multifamily Housing,,1969,274204,1,34,194.1,53212275.2,47.62,7.44,Multifamily Housing,"{'Multifamily Housing': 272614.0, 'Retail Store': 150.0, 'Office': 1440.0, 'Parking': 45000.0}",0,8228035.6,412,23801730.7,,2.08333,,,,629556,0
1015810049,1051230,500 East 85th Street,10028,Multifamily Housing,,1968,173374,1,23,252.9,43854093.9,54.74,9.32,Multifamily Housing,"{'Multifamily Housing': 171825.0, 'Office': 1549.0, 'Parking': 23100.0}",0,7901917.1,278,16073312.9,,4.51904,,,,820686,0
1014670021,1045849,1365 York Avenue,10021,Multifamily Housing,,1977,422154,1,37,204.4,86271995.8,,7.71,Multifamily Housing,"{'Multifamily Housing': 411893.0, 'Retail Store': 195.0, 'Office': 10066.0, 'Parking': 70500.0}",0,13868444,627,36670754,,0,,,,1020786.1,0
1017217501,1053397,3 West 122nd Street,10027,Multifamily Housing,12,1900,27073,1,6,162.6,4400917.9,36,9.74,Multifamily Housing,,0,332961.7,32,422441.1,,,,,,2852327.5,
1018207502,1054922,125 Central Park North,10026,Multifamily Housing,,1920,25955,1,11,151.5,3931580.8,40.2,5.44,Multifamily Housing,,0,668325.9,24,1543412.1,,,,,,,
1019087504,1087830,117 West 123rd Street,10027,Multifamily Housing,7,2008,35232,1,8,155.5,5479337,30.48,5.61,Multifamily Housing,,0,1133652.4,30,1828255.8,,,,,,,
1019477501,"1086186;1800517;1800516;1800515",2235 Fredrick Douglas Boulevard,10027,Multifamily Housing,36,2003,100359,1,8,144.9,14542502.1,53.99,5.27,Multifamily Housing,,0,2523244.3,141,5748084.1,,,,,,,
1018257501,1087943,106 West 116th Street,10026,Multifamily Housing,50,2006,56831,1,16,125.2,7114399.2,64.45,4.51,Multifamily Housing,,0,1281282.7,64,2682997.1,,,,,,,
1005957501,1076084,500 Greenwich Street,10013,Office,98,1930,59445,1,6,84.8,5042615.4,10.46,2.76,Office,,0,1174933.1,,1129420,,2.3,,,,,
1018707501,1056414,243 West 98th Street,10025,Multifamily Housing,5,1920,56963,1,7,178.7,10176529.6,74,8.67,Multifamily Housing,,0,1484270.9,62,1484463.3,,,,,3760528.8,,
1020457503,1087741,130 Bradhurst Avenue,10039,Multifamily Housing,88,2007,191934,1,12,96.9,18602426.6,22.91,3.49,Multifamily Housing,,0,3316740.6,268,7088857.8,,,,,,,
1005770042,1009719,74 Fifth Avenue,10011,Multifamily Housing,11,1910,98066,1,12,213,20884703.4,81.1,10.2,Multifamily Housing,,0,3432753.5,144,2267215.6,,,,,7648793.2,,
1008230065,1015545,40 West 22nd Street,10010,Multifamily Housing,,1909,52829,1,12,130.6,6900677.3,17.29,6.84,Multifamily Housing,,0,993694.5,30,181263.3,,,,,,3554604,
3005970009,3397387,135 Coffey Street,11231,Multifamily Housing,58,2010,27497,1,4,89.9,2472757.3,28.05,3.52,Multifamily Housing,,0,323893.8,22,1282400,,,,,,,
1016450050,1052357,152 East 118th Street,10026,Multifamily Housing,54,2009,51516,1,8,121.4,6254427.6,30.61,4.27,Multifamily Housing,,0,1265842.9,60,2027553.4,,,,,,,
1007980026,1014800,129 West 22nd Street,10011,Multifamily Housing,,1909,45006,1,12,122.6,5516807.7,20.02,4.48,Multifamily Housing,,0,902934.6,20,2287553.3,,,,,,,
1010537503,1087703,464 West 44th Street,10036,Office,19,2007,57360,1,9,316.6,18160912.8,84.85,11.21,Office,,0,3596232.3,,6100519.5,,2.30126,,,,,
1015030001,1073031,1 East 91st Street,10128,K-12 School,50,1917,180000,1,5,109.7,19744966.3,16.87,3.8,K-12 School,,0,3774013.3,,6574587.3,,,,,,,
4094830021,4200398,97-10 Van Wyck Expressway State Road West ,11419,Multifamily Housing,,1953,35032,1,4,150.8,5281728.3,99.93,8.69,Multifamily Housing,,0,586707.1,0,,,,,,,3401976.1,
1007467507,1087987,350 West 23rd Street,10011,Multifamily Housing,,1910,26815,1,8,120,3217978.4,21.46,4.04,Multifamily Housing,,0,703418.4,20,865766.7,,,,,,,
1014270030,1043975,230 E 73rd St,10021,Multifamily Housing,99,1937,161540,1,12,64.3,10383540.2,13.83,3.18,Multifamily Housing,,0,1608015.7,160,164742.4,,,,,4818817.5,,
4023247501,4053628,6314 Queens Blvd,11377,Multifamily Housing,10,2008,122913,1,8,161,19792230.5,82.69,5.82,Multifamily Housing,,0,3755997.7,180,7200400.4,,,,,,,
1016457502,1088805,1885 Lexington Avenue,10035,Multifamily Housing,87,2010,41172,1,7,83.7,3445657,31.23,2.97,Multifamily Housing,,0,666250.5,34,1187799.9,,,,,,,
1004757503,1007077,477 Broome Street,10013,Multifamily Housing,1,1920,38524,1,6,202,7779963.9,19.09,11.43,Multifamily Housing,,0,927315.1,35,,,,,,,4823794.7,
3031680001,,1226 FLUSHING AVE ,11237,Multifamily Housing,1,1931,73500,2,4,248.3,18247041.6,120.95,7.85,Multifamily Housing,,0,4350470.7,99,3605599.9,,,,,,,
3050000200,"3327269;3327270;3327271","1405,1421,1425 Brooklyn Avenue",11210,Multifamily Housing,,1950,118487,3,6,139.2,16494791,,5.27,Multifamily Housing,,0,2842978.5,126,7013805.2,,,,,,,
1016720017,1087440,1955 1st Avenue,10029,Multifamily Housing,49,2003,250090,1,7,130.7,32694215.2,42.56,4.65,Multifamily Housing,,0,6480434.7,348,11053631.4,,,,,,,
1012000019,1031405,21 West 86th Street,10024,Multifamily Housing,64,1927,141498,2,16.5,124.2,17570747.3,,3.78,Multifamily Housing,,0,4986021.1,230,1745546.9,,,,,,,
3050520045,3328162,29 Woodruff Avenue,11226,Multifamily Housing,33,2010,169423,1,8,132.8,22498726.5,,3.75,Multifamily Housing,,0,7165199.5,197,,,,,,,,
1001260013,1001412,53 Park Place,10007,Multifamily Housing,3,1921,145000,1,12,186.2,26999819.8,,6.39,Multifamily Housing,,0,5963108.5,203,7495449.7,,,,,,,
3002480015,3002054,98 Montague Street,11201,Multifamily Housing,67,1912,190000,1,12,91.8,17436708.6,16.33,3.19,Multifamily Housing,,0,3243765.7,110,5995973.8,,,,,,,
3049640040,"3337096;3337097;3337101;3337103;3337104;3339189;3339190;3345202;3339192;3337095;3339191;3345201",1350 - 1372 New York Avenue,11203,Multifamily Housing,57,1950,412128,12,6,137,56455626.7,,5.36,Multifamily Housing,,0,7950241.7,720,28317104.9,,,,,,,
3049670040,"3327221;3327222;3327223;3327224;3327225;3327226;3327227;3327228;3327229;3327230;3327231;3327232",1351-1355 New York Avenue,11203,Multifamily Housing,32,1950,412128,12,6,160.4,66096143.6,,6.14,Multifamily Housing,,0,10377451.8,720,30313218.5,,,,,,,
3049810001,"3327544;3327545;3327546;3327547;3327548;3327549;3327550;3327551;3327552;3327553",1401 - 1419 New York Avenue,11210,Multifamily Housing,67,1950,343440,10,6,128.5,44135731,,5.15,Multifamily Housing,,0,5559047.1,602,23990344.7,,,,,,,
3049640047,"3323534;3323535;3323536;3323537",3102 - 3104 Newkirk Avenue,11210,Multifamily Housing,54,1950,137376,4,6,139.4,19147223.1,,5.34,Multifamily Housing,,0,2995036.9,240,8815017.9,,,,,,,
3001650022,3329443,250 Livingston Street,11201,Office,,1920,306853,1,12,172.7,52978369.6,20.13,5.21,Office,"{'Retail Store': 1200.0, 'Office': 305653.0}",0,15993363.3,,,,2.3,,,,2428730.9,
3001540028,3000428,141 Livingston Street,11208,Office,88,1959,193125,1,18,143.2,27661576.3,,4.66,Office,,0,8111969.9,,,,2.3,,,,2428730.9,
1000160020,1085778,70 Battery Place,10280,Multifamily Housing,56,1998,230765,1,9,123.8,28572461.8,,4.36,Multifamily Housing,"{'Multifamily Housing': 230765.0, 'Parking': 9033.0}",0,5639051.6,278,9528669.3,,,,,,,
3049810050,"3327336;3327337;3327338;3327339;3327340;3327341;3327342;3327343;3327344;3327345",1402 Brooklyn Avenue - 1420 Brooklyn Avenue,11210,Multifamily Housing,34,1950,324000,10,6,162.8,52761706.5,119.59,6.29,Multifamily Housing,,0,7917351.7,600,25136718,,,,,,,
3063790065,3167046,54 Bay 29th St,11214,Multifamily Housing,77,1926,34000,1,4,97.6,3318934.7,61.39,4,Multifamily Housing,,0,302636.2,48,2056470.2,,,,,,,
3087720022,3247035,2738 East 19th St,11235,Multifamily Housing,67,1931,27450,1,4,133,3650417.7,,8.33,Multifamily Housing,,0,283036.4,72,,,,,,,2741797.8,
3061260052,3155854,325 Marine Ave,11209,Multifamily Housing,86,1926,45540,1,4,97.6,4442952.8,59,5.23,Multifamily Housing,,0,390680.1,72,,,,,,,2739865.6,
3046520069,3101303,277 ROCKAWAY PKWY,11212,Multifamily Housing,91,1952,79318,1,6,91.5,7258839.7,72.91,3.58,Multifamily Housing,,0,990789.2,105,3695413,,,,,,,
3014250006,3038416,1004 Montgomery Street,11213,Multifamily Housing,20,1928,77678,1,6,158.3,12293655.6,78.05,6.49,Multifamily Housing,,0,1620088.2,108.75,6792333.7,,,,,,,
3048180001,"3107332;3804226",639 ALBANY AVENUE,11203,Multifamily Housing,46,1959,43337,1,6,142.7,6182213.4,87.38,5.92,Multifamily Housing,,0,657328.1,81,3729900.1,,,,,,,
3046150036,3100123,154 ROCKAWAY PARKWAY,11212,Multifamily Housing,59,1926,40000,1,4,108,4321307.8,59.34,4.51,Multifamily Housing,,0,438693.7,58,2665399.9,,,,,,,
3045960043,3099437,86 EAST 94 STREET,11212,Multifamily Housing,16,1927,43500,1,4,142.7,6207902.8,85.51,5.61,Multifamily Housing,,0,887023.6,62,3113700.2,,,,,,,
3046490006,3101182,270 EAST 95 STREET,11212,Multifamily Housing,11,1926,35000,1,4,155.7,5451029.3,147.97,6.12,Multifamily Housing,,0,741867.5,50,2795200,,,,,,,
3011810036,3029656,307 EASTERN PARKWAY,11238,Multifamily Housing,74,1924,32320,1,4,108.1,3492966.8,82.13,4.45,Multifamily Housing,,0,348908.6,54,2126099.8,,,,,,,
3046420029,3100977,903 LENOX ROAD,11203,Multifamily Housing,39,1928,39670,1,4,122,4841434.2,72.93,5.07,Multifamily Housing,,0,479838.3,54,2984099.9,,,,,,,
3046660037,3101742,1003 WILLMOHR STREET,11212,Multifamily Housing,2,1926,42625,1,4,182.7,7785930.3,108.26,8.18,Multifamily Housing,,0,502106.4,58,5724815.8,,,,,,,
3011870044,3029690,1004 UNION STREET,11225,Multifamily Housing,48,1923,30320,1,4,124.8,3783108.4,71.37,5.18,Multifamily Housing,,0,347974.7,47,2374199.9,,,,,,,
3046500046,3101227,1107 LENOX ROAD,11212,Multifamily Housing,31,1925,36665,1,4,138.9,5093758.9,12.17,5.85,Multifamily Housing,,0,492626.6,58,3216099.8,,,,,,,
3014060037,3324650,1544 PRESIDENT STREET,11213,Multifamily Housing,38,1916,36372,2,4,124.6,4530655.6,65.23,5.16,Multifamily Housing,,0,416905.8,51,2834199.9,,,,,,,
3050820003,3116564,2114 CATON AVENUE,11226,Multifamily Housing,86,1931,29000,1,4,73.9,2143021.3,119.99,2.93,Multifamily Housing,,0,333686,31,1045276,,,,,,,
3012910008,3033909,363 New York Ave,11213,Multifamily Housing,11,1922,62502,1,6,167.1,10446474.9,106.46,7.44,Multifamily Housing,,0,716638.6,75,7559442.9,,,,,,,
3046950037,3102769,4701 SNYDER AVENUE,11203,Multifamily Housing,61,1928,32800,1,4,97.7,3206031.7,,3.95,Multifamily Housing,,0,376865.9,38,1812000,,,,,,,
3012960052,3034169,377 Montgomery Street,11225,Multifamily Housing,75,1928,102070,1,6,107.1,10927780.1,137.23,4.49,Multifamily Housing,,0,1341796.2,143,6394800.1,,,,,,,
3012960014,3034161,240 Crown Street,11225,Multifamily Housing,88,1927,151236,1,6,93.2,14088799.6,50.4,3.91,Multifamily Housing,,0,1726214.8,212,8255700.1,,,,,,,
3045990038,3099543,70 Rockaway Parkway,11212,Multifamily Housing,27,1926,31428,1,4,154.6,4858329.2,101.44,5.95,Multifamily Housing,,0,750507.8,58,2265700.3,,,,,,,
3062050001,3159086,7307 18th Avenue,11204,Social/Meeting Hall,,1926,30000,1,2,92.7,2781663.9,10.69,3.13,Social/Meeting Hall,,0,616913.7,,737480.6,,,,,,,
1008400031,1016002,15 West 38 St,10018,Office,85,2000,30000,1,12,191.3,5737696.8,29.9,5.51,Office,,0,1863023.7,,0,,10,,,,,
4003680011,4004455,3719 Crescent St,11101,Self-Storage Facility,,2017,27325,1,7,66.7,1821309.7,0.88,2.58,Self-Storage Facility,,0,307503.1,,814999.9,,,,,,,
1008400058,1016006,16 West 39 St,10018,Office,96,2000,45000,1,12,143.3,6447066.2,28.82,4.71,Office,,0,1554527.7,,,1115816.9,8.88889,,,,,
1017210056,1053433,35 Mount Morris Park West,10027,Multifamily Housing,66,1900,50500,1,6,126,6363204.7,58.33,7.45,Multifamily Housing,,0,651538.1,86,93162,,,,,4166985.6,,
4114290001,4448909,82-12 151 Avenue,11414,Office,31,1965,28788,1,2,198.7,5719299.5,15.4,6.34,Office,"{'Office': 28788.0, 'Parking': 0.0}",0,1432863.7,,1046100,,1.73684,,,,,
3067660077,3182058,1555 EAST 19th STREET,11230,Multifamily Housing,55,1963,66960,1,6,128.5,8605409.4,43.07,5.32,Multifamily Housing,,0,894636.4,93,5212100,,,,,,,
4159080007,4301969,316 BEACH 65th ST,11692,Residence Hall/Dormitory,13,1976,65000,1,6,295.1,19182169.1,83.54,11.36,Residence Hall/Dormitory,,0,2848610.5,,9152400.1,,,,,,,
3023780011,,50 North 1st Street,11249,Multifamily Housing,68,2008,54698,1,7,109.9,6011124.3,22.59,3.78,Multifamily Housing,"{'Multifamily Housing': 54698.0, 'Parking': 6225.0}",0,1237827.9,74,1823399.9,,,,,,,
3023487501,3062358,184 Kent Ave,11249,Multifamily Housing,16,1915,346141,1,6,172.9,59835567.8,39.67,5.95,Multifamily Housing,"{'Multifamily Housing': 346141.0, 'Parking': 60947.0}",0,12306262.8,469,18264198.7,,,,,,,
1007240010,1012827,436 WEST 27TH DRIVE,10001,NYCHA,90,1968,131916,1,14,73.4,9687912.7,,2.17,Multifamily Housing,,0,2998507,96,374160.6,,,,,,,
1015850008,1051342,515 East 88th Street ,10128,Multifamily Housing,47,1920,42286,1,5,149,6300217.8,47.13,8.07,Multifamily Housing,,0,771885,85,165099.7,,,,,3504875.9,,
2026090043,2004217,1185 Fulton Avenue ,10456,Multifamily Housing,82,1911,32860,1,6,157.3,5168818,,8.48,Multifamily Housing,,0,558195.3,165,152296.9,,,,,,2978730.1,
2030500008,2011545,2235 Bassford Avenue ,10457,Multifamily Housing,99,1925,28000,1,5,88.3,2471118.5,,4.09,Multifamily Housing,,0,377706,104,560916.6,,,,,,690138,
3074650046,3205068,3041 Ocean Ave,11235,Multifamily Housing,5,2016,55481,,,173.1,9605600,,6.97,Multifamily Housing,,0,1166367.2,77.67,5329400,,,,,,,
1018700005,1056394,255 West 98th Street,10025,Multifamily Housing,61,1925,45340,1,10,107.9,4893002.3,35.56,4.56,Multifamily Housing,,0,499146.3,50,2574493.1,,,,,,345138,
4012590041,4028911,34-57 72nd Street,11372,Multifamily Housing,18,1928,38880,1,4,143,5561672.6,136.53,5.9,Multifamily Housing,,0,527138.8,54,3435999.7,,,,,,,
2029980135,2010814,1007 East 174th Street ,10460,Multifamily Housing,25,1924,28165,1,6,191.7,5398564.5,141.03,10.68,Multifamily Housing,,0,495414.6,78,112275,,,,,,3381689.7,
3036790022,3378454,23-25 Junius St.,11212,Residence Hall/Dormitory,19,1927,65500,1,6,249.3,16326882.4,,8.31,Residence Hall/Dormitory,,0,4015752.4,,3540399.9,,,,,,,
3036790030,3083426,1 JUNIUS ST ,11212,Residence Hall/Dormitory,27,1927,72000,1,6,235.4,16952118.8,466.67,7.38,Residence Hall/Dormitory,,0,4015752.9,,3293899.8,,,,,,,
1017170002,1053176,162-168 Lenox Avenue,10026,Multifamily Housing,3,1930,27709,1,6,198.8,5507333.8,,9.81,Multifamily Housing,,0,728689.8,39,123693.5,,,,,,2702868.2,
2029330029,2009735,1372 Franklin Avenue ,10456,Multifamily Housing,73,1931,48852,1,6,161.5,7890688,79.2,9.31,Multifamily Housing,,0,652671.1,193,159806.3,,,,,5156281.7,,
4142600090,4536901,159-30 Rockaway Boulevard,11430,Office,77,1999,200300,3,5,171.6,34368301,0,5.07,Office,"{'Office': 157400.0, 'Food Service': 7000.0, 'Other': 5400.0, 'Parking': 5000.0, 'Financial Office': 3500.0, 'Non-Refrigerated Warehouse': 25200.0}",0,10112365.4,,2251856.2,,3.17662,,,,,
1010067501,1023166,825 seventh Ave,10019,Mixed Use Property,32,1960,358000,1,38,218,78035863.1,,8.25,Multifamily Housing,"{'Multifamily Housing': 200000.0, 'Parking': 50000.0, 'Medical Office': 5000.0, 'Office': 145000.0, 'Restaurant': 8000.0}",0,15442975.8,350,1428151.5,22725068.4,2.41379,,,,,
3050570035,3116058,672 Parkside Ave,11226,Office,37,2014,42126,1,3,214.1,9017763.6,91.35,7.87,Office,,0,1687323.6,,3423800,,0.94953,,,,,
1004770011,1007119,101 Avenue of the Americas,10013,Office,60,2009,444427,1,23,266.7,118534164.6,0,8.35,Office,,0,32252225.9,,,12798883.7,2.92512,,,,,
5024400002,5108454,2795 Richmond Ave.,10314,Strip Mall,,1986,356760,5,2,338.8,120884796.8,,9.89,Supermarket/Grocery,"{'Medical Office': 18547.0, 'Restaurant': 3851.0, 'Urgent Care/Clinic/Other Outpatient': 2367.0, 'Other': 4068.0, 'Supermarket/Grocery': 74787.0, 'Financial Office': 7681.0}",0,36250276.3,,5915811.7,,,,,,,
4158900042,4301925,350 Beach 54th Street,11691,Senior Care Community,31,1973,62071,1,6,258.2,16026987,100.24,11.64,Senior Care Community,"{'Senior Care Community': 62071.0, 'Parking': 0.0}",0,2848497.1,,1258984.9,,,,,,5429168.6,
4097240196,,8619 144th Street,11435,Senior Care Community,100,2010,65988,1,6,97.5,6436548.8,,3.64,Senior Care Community,,0,1093349,,2695000.2,,,,,,,
3066230001,3175406,154 Ave P,11204,Multifamily Housing,57,1934,47000,1,6,123.5,5802407.4,105.76,5.38,Multifamily Housing,,0,441278.6,56,3735500,,,,,,207000,
2022690001,"2000101;2089322",535 East 142nd Street ,10454,Multifamily Housing,74,1970,209819,2,17,113,23708997.7,0.76,4.24,Multifamily Housing,,0,5906171.8,346,946683.3,,,,,,4253180.8,
2023720011,2001316,1186 Washington Ave,10456,Multifamily Housing,55,1976,26310,1,6,156,4103945.2,105.18,7.41,Multifamily Housing,,0,462463.9,60,1393851.5,,,,,,1076400,
2026610058,2004708,765 East 166tth St,10456,Multifamily Housing,3,1928,33165,1,5,214.7,7121664.2,150.92,8.5,Multifamily Housing,,0,897383.7,48,3810568.8,,,,,,,
2025260006,2003472,1074 Summit Ave,10452,Multifamily Housing,50,1920,39000,1,5,146,5695631.6,101.54,5.83,Multifamily Housing,,0,684993.9,69,3136451.6,,,,,,,
2028920001,2115634,1794 Anthony Ave,10457,Multifamily Housing,2,2002,36294,1,5,208.6,7569471.1,82.61,7.2,Multifamily Housing,,0,1513549.5,44,2395028.7,,,,,,,
2026900063,2115864,920 Prospect Avenue,10459,Multifamily Housing,31,1993,95223,1,6,163.8,15593549,,6.18,Multifamily Housing,,0,2533011.3,172,6850089.7,,,,,,,
2027910044,2007349,1707 Topping Ave,10457,Multifamily Housing,52,1924,36783,1,6,123.7,4549818.1,,5.73,Multifamily Housing,,0,831137.5,50,268520,,,,,,1656000,
2022710005,"2090995;2090996",545 East 144th St,10454,Multifamily Housing,34,1972,194388,2,6,155.2,30177521.6,48.28,6.92,Multifamily Housing,,0,6045941.1,376,874453.3,,,,,,10270230.8,
2026530001,2086465,787 E 149th St,10455,Multifamily Housing,56,1988,70460,1,6,138.2,9737629.5,50.71,5.08,Multifamily Housing,,0,1719264.2,100,3873392,,,,,,,
2029850023,2010620,1922 Crotona Parkway,10460,Multifamily Housing,,1911,27691,1,4,90.4,2502486.4,57.54,3.54,Multifamily Housing,,0,358417.9,32,1245012.5,,,,,,,
2026420022,2114666,607 Concord Avenue,10455,Multifamily Housing,58,2002,58710,1,6,130.9,7683467.4,84.82,5.03,Multifamily Housing,,0,1112265.8,74,3699374.5,,,,,,,
